"TimeBodyAccelerationMeanX" "TimeBodyAccelerationMeanY" "TimeBodyAccelerationMeanZ" "TimeBodyAccelerationStandardDeviationX" "TimeBodyAccelerationStandardDeviationY" "TimeBodyAccelerationStandardDeviationZ" "TimeGravityAccelerationMeanX" "TimeGravityAccelerationMeanY" "TimeGravityAccelerationMeanZ" "TimeGravityAccelerationStandardDeviationX" "TimeGravityAccelerationStandardDeviationY" "TimeGravityAccelerationStandardDeviationZ" "TimeBodyAccelerationJerkMeanX" "TimeBodyAccelerationJerkMeanY" "TimeBodyAccelerationJerkMeanZ" "TimeBodyAccelerationJerkStandardDeviationX" "TimeBodyAccelerationJerkStandardDeviationY" "TimeBodyAccelerationJerkStandardDeviationZ" "TimeBodyGyroMeanX" "TimeBodyGyroMeanY" "TimeBodyGyroMeanZ" "TimeBodyGyroStandardDeviationX" "TimeBodyGyroStandardDeviationY" "TimeBodyGyroStandardDeviationZ" "TimeBodyGyroJerkMeanX" "TimeBodyGyroJerkMeanY" "TimeBodyGyroJerkMeanZ" "TimeBodyGyroJerkStandardDeviationX" "TimeBodyGyroJerkStandardDeviationY" "TimeBodyGyroJerkStandardDeviationZ" "TimeBodyAccelerationMagMean" "TimeBodyAccelerationMagStandardDeviation" "TimeGravityAccelerationMagMean" "TimeGravityAccelerationMagStandardDeviation" "TimeBodyAccelerationJerkMagMean" "TimeBodyAccelerationJerkMagStandardDeviation" "TimeBodyGyroMagMean" "TimeBodyGyroMagStandardDeviation" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStandardDeviation" "Subject" "ActivityName"
0.20413138 -0.017927107 0.020565566 0.19143263 -0.3300037 0.19366234 0.89729403 0.0016296011 -0.20891038 -0.94670713 -0.93389944 -0.82337624 -0.52055387 -0.023455188 0.46410814 0.073961388 -0.30092936 -0.21039326 -0.21093647 -0.04161433 0.17652158 -0.32462271 -0.3100626 -0.23611901 -0.024982262 -0.26025633 -0.19081321 -0.49081927 -0.31284946 -0.31943119 0.14320943 0.29375921 0.14320943 0.29375921 -0.12140347 0.18525235 -0.15513486 -0.33523788 -0.40090398 -0.27753482 9 "walking upstairs"
0.43921224 -0.035820782 -0.12510641 0.22610788 -0.39279458 0.23453385 0.90584952 0.0041965966 -0.18264688 -0.94338939 -0.9394816 -0.95050542 0.27226801 0.052362643 -0.19919856 0.10545095 -0.34978012 -0.25587997 0.034616689 -0.048213392 0.035087281 -0.19163685 -0.28777693 -0.10672812 0.084117881 -0.079552853 -0.059402642 -0.48597547 -0.32630305 -0.23550039 0.13259029 0.4211394 0.13259029 0.4211394 -0.098515937 0.12173693 -0.040642363 -0.35990808 -0.38873299 -0.28772836 9 "walking upstairs"
0.32998193 -0.017727673 -0.13674598 0.26276625 -0.29302154 0.13001249 0.92608202 -0.0046620872 -0.1779422 -0.93866707 -0.96975308 -0.97721156 -0.061243235 -0.15724431 -0.11678251 0.024117991 -0.29731379 -0.32501343 0.35575825 -0.12949448 -0.18143715 -0.51520958 -0.34628273 -0.13068307 -0.21867603 0.097457644 -0.12614209 -0.42114438 -0.43749557 -0.26601293 0.18368439 0.318554 0.18368439 0.318554 -0.12366791 -0.0079293298 -0.15526616 -0.3942956 -0.40486288 -0.44837269 9 "walking upstairs"
0.23532165 0.1110848 -0.15482663 -0.32314943 -0.19242383 -0.092360625 0.90100607 0.027792345 -0.33337142 -0.94457981 -0.66200738 -0.92278035 -0.11789664 0.18715403 0.0084399533 -0.27471913 -0.615631 -0.60363944 -0.44390315 -0.05320397 0.4203607 0.016613404 -0.27597538 -0.026520294 -0.5321351 0.077114061 0.23749142 -0.59298799 -0.64793986 -0.63062776 -0.14761103 -0.37920654 -0.14761103 -0.37920654 -0.38584281 -0.43604878 0.19635826 -0.22473295 -0.60823173 -0.71652055 9 "walking upstairs"
0.20371726 -0.020303332 -0.14118442 -0.31487646 -0.39682795 -0.12259925 0.87560771 0.094122771 -0.34728032 -0.90281428 -0.8680272 -0.83775152 0.37337776 -0.15925174 0.49632196 -0.3114577 -0.6241191 -0.64448757 -0.82605854 0.016174644 0.57485355 -0.34783241 -0.28183535 -0.32020894 0.20777859 -0.11213935 -0.12589936 -0.6341617 -0.66993658 -0.63644393 -0.20477698 -0.43931415 -0.20477698 -0.43931415 -0.39537725 -0.54486092 0.17438648 -0.24353272 -0.63973992 -0.72042149 9 "walking upstairs"
0.26284629 -0.055336435 -0.11689936 -0.26740436 -0.2854211 -0.087235874 0.84956496 0.082868368 -0.38346061 -0.95388269 -0.87402122 -0.8730135 0.3164794 0.051426056 -0.25744881 -0.23406097 -0.5553107 -0.58442054 -0.037199128 0.08761602 -0.12499388 -0.11053764 -0.15926092 -0.053451098 0.44280542 -0.39084284 -0.13514366 -0.59773672 -0.63355728 -0.61565162 -0.15537662 -0.34327995 -0.15537662 -0.34327995 -0.31621518 -0.48820763 0.065666706 -0.23260637 -0.61803073 -0.65406657 9 "walking upstairs"
0.27582235 0.0014722134 -0.072655756 -0.23191807 -0.23452575 -0.025275067 0.84330047 0.054201522 -0.40518882 -0.99031613 -0.90464685 -0.94234824 -0.37212877 -0.11559164 0.012752471 -0.17259406 -0.53946074 -0.50340518 0.24145976 0.0062743134 -0.089261627 -0.29875909 -0.14413971 -0.065001822 0.061634431 -0.078135668 0.26367802 -0.56711806 -0.5898611 -0.60699209 -0.12277079 -0.2428293 -0.12277079 -0.2428293 -0.27477526 -0.3611328 -0.0017324422 -0.26878842 -0.583504 -0.61955436 9 "walking upstairs"
0.258736 -0.016602169 -0.040697297 -0.2310435 -0.32989262 -0.051396806 0.85211461 0.060681359 -0.38724523 -0.94980555 -0.89594404 -0.82204373 -0.044659337 -0.21637871 0.14282683 -0.23639397 -0.58002954 -0.5579522 0.038191654 -0.083259674 0.23867781 -0.25911676 -0.25319246 -0.29384277 -0.14755866 0.069740639 -0.04975493 -0.5967146 -0.64219729 -0.60782086 -0.15359796 -0.2233254 -0.15359796 -0.2233254 -0.36100568 -0.35152948 -0.081320062 -0.49301431 -0.61960232 -0.66792879 9 "walking upstairs"
0.26184945 -0.060782036 -0.20155891 -0.27921567 -0.29016697 -0.12108946 0.86230588 0.063662594 -0.36358056 -0.94772783 -0.92055904 -0.90774602 0.35286096 0.28036524 -0.49872399 -0.33864813 -0.51698014 -0.6482667 0.092448215 -0.19239121 0.048033103 -0.33982108 -0.20587821 -0.26539732 -0.45266382 0.045962571 -0.16795884 -0.59261447 -0.69629842 -0.62437918 -0.16753616 -0.35503775 -0.16753616 -0.35503775 -0.41302865 -0.47824896 -0.10401332 -0.44434165 -0.64186875 -0.73105444 9 "walking upstairs"
0.27094704 0.013937018 -0.2038467 -0.37247933 -0.33835806 -0.20845736 0.84750351 0.061306504 -0.38862573 -0.91159809 -0.92705425 -0.81911608 0.246492 0.17499129 -0.040176644 -0.37621171 -0.53059946 -0.69596817 -0.29485783 -0.24157558 0.27760166 -0.34160451 -0.2865203 -0.2801969 -0.4735014 0.20909709 -0.0051117748 -0.62265517 -0.6995673 -0.59814405 -0.24669515 -0.49169286 -0.24669515 -0.49169286 -0.43838823 -0.55028257 -0.10352492 -0.4710591 -0.63859558 -0.75962434 9 "walking upstairs"
0.30938415 -0.029391843 -0.097838813 -0.35895404 -0.31869341 -0.22499981 0.83008021 0.085841129 -0.40538233 -0.97525564 -0.91387874 -0.90411126 -0.17261798 0.04934727 0.24245135 -0.32528803 -0.5569931 -0.69552675 -0.37837074 -0.11107149 0.34568016 -0.34162381 -0.34069098 -0.30272735 0.17518413 0.079290676 -0.18728182 -0.61055779 -0.67389378 -0.58067097 -0.26602586 -0.38833551 -0.26602586 -0.38833551 -0.43467602 -0.46379367 -0.10791872 -0.43277796 -0.61726359 -0.74122901 9 "walking upstairs"
0.11450563 0.10067151 -0.19362286 -0.2673863 -0.25649266 -0.1383277 0.90280298 0.050923642 -0.34471055 -0.91240794 -0.66229307 -0.89052385 -0.0019469383 -0.1728507 0.32765336 -0.27547989 -0.54229771 -0.70611681 -0.66087914 0.028043977 0.51951215 -0.36208389 -0.2922924 -0.16537468 -0.47781329 0.061780522 0.19302951 -0.66415362 -0.71604565 -0.60737286 -0.11578456 -0.45155759 -0.11578456 -0.45155759 -0.40129377 -0.44072578 0.087880333 -0.35802661 -0.66857677 -0.75334743 9 "walking upstairs"
0.17564039 -0.037076071 -0.081276601 -0.18174431 -0.47931131 -0.11735884 0.86500703 0.10935544 -0.37379069 -0.86461204 -0.94253656 -0.84366772 -0.16232751 0.12614248 0.0087471119 -0.20502138 -0.59318415 -0.66563311 -0.66202596 0.031718034 0.52567664 -0.3727707 -0.21105162 -0.18001926 0.40829847 -0.31980381 -0.15550015 -0.60733276 -0.64028719 -0.60255011 -0.12281731 -0.37096589 -0.12281731 -0.37096589 -0.34892646 -0.42209798 0.12978556 -0.44373699 -0.60955708 -0.69103903 9 "walking upstairs"
0.2999149 -0.047177834 -0.11662321 -0.23565963 -0.37291642 -0.03157997 0.83451612 0.091863155 -0.39564696 -0.9684491 -0.8753091 -0.95066281 0.3264063 0.13512952 -0.40915228 -0.1916382 -0.57292381 -0.65683683 0.05576975 0.0050911209 -0.12665503 -0.12439151 -0.11908306 -0.053939555 0.5171751 -0.16322605 0.015227105 -0.57276475 -0.58796274 -0.61901803 -0.1226314 -0.38488594 -0.1226314 -0.38488594 -0.33720603 -0.40263566 0.11603822 -0.43879357 -0.55705603 -0.69018657 9 "walking upstairs"
0.21373692 -0.007768566 -0.13663331 -0.32907014 -0.35311278 -0.074232926 0.82314923 0.064358683 -0.41467075 -0.96421174 -0.9079248 -0.86751114 0.13287408 -0.12762074 0.164557 -0.28238269 -0.60383309 -0.67742535 0.21605085 -0.043106236 -0.058889678 -0.18021634 -0.14506289 -0.097126653 -0.38030237 0.043348122 0.18252693 -0.57622528 -0.61339512 -0.5901973 -0.20824126 -0.36564002 -0.20824126 -0.36564002 -0.40807975 -0.45590624 0.075074007 -0.38595076 -0.57780842 -0.68511927 9 "walking upstairs"
0.22278073 -0.027419441 -0.082737511 -0.31718521 -0.40793091 -0.13317666 0.82055421 0.06577438 -0.41899823 -0.96572294 -0.93168581 -0.89098701 -0.071447337 -0.33152314 0.1617938 -0.29276012 -0.60855633 -0.67317461 0.067503723 -0.12715648 0.1346699 -0.18456148 -0.18642844 -0.27677162 -0.18913951 -0.083857249 -0.20460506 -0.60110527 -0.63319752 -0.57546256 -0.22613631 -0.37749906 -0.22613631 -0.37749906 -0.41779432 -0.45165885 -0.017988995 -0.36194807 -0.61032133 -0.65841857 9 "walking upstairs"
0.37043267 -0.05049016 -0.14290996 -0.2321744 -0.34167042 -0.045062066 0.82430657 0.062183965 -0.40965579 -0.97491595 -0.91812023 -0.90248962 0.14436706 0.27977184 -0.29494651 -0.19598581 -0.5564787 -0.62419588 0.1238568 -0.044380653 0.0070332773 -0.31933057 -0.12414786 -0.20216429 -0.40532996 0.12345024 -0.14555591 -0.61094635 -0.61396087 -0.59359501 -0.1278248 -0.32816686 -0.1278248 -0.32816686 -0.34030262 -0.36634421 -0.045608397 -0.35887278 -0.59228947 -0.67613003 9 "walking upstairs"
0.41153032 -3.7276851e-05 -0.11937384 -0.20546634 -0.38586449 -0.02558144 0.83341538 0.056211203 -0.40845246 -0.94494635 -0.93773732 -0.878719 0.10249016 0.30430691 -0.00095229874 -0.20019564 -0.58471264 -0.59800984 -0.28639597 -0.10301186 0.33040234 -0.23925422 -0.18325029 -0.24401629 -0.48913894 0.27228443 0.14516259 -0.59930522 -0.60985418 -0.5899837 -0.13720653 -0.20908518 -0.13720653 -0.20908518 -0.33211813 -0.39118363 0.0028232077 -0.41063022 -0.57328727 -0.70682465 9 "walking upstairs"
0.21338314 0.0095160756 -0.13296698 -0.20863922 -0.4835583 -0.019452575 0.84874893 0.071820691 -0.3888863 -0.9561148 -0.94287519 -0.87198605 -0.0029755145 -0.18548721 0.38021979 -0.2284905 -0.61262833 -0.56842667 -0.49839328 -0.16221055 0.41045172 -0.28747352 -0.17075923 -0.4288116 0.12466558 0.078996424 -0.13274486 -0.65580929 -0.63595984 -0.63242386 -0.17134555 -0.15538319 -0.17134555 -0.15538319 -0.35463648 -0.37960334 0.040882174 -0.40205363 -0.62978628 -0.68289255 9 "walking upstairs"
0.18948124 -0.0094320591 -0.062515275 -0.24364092 -0.51235549 -0.083797974 0.84116507 0.099994877 -0.4042844 -0.91872029 -0.87150522 -0.83904492 0.080144321 0.14055941 -0.13089855 -0.25592765 -0.63628084 -0.64386306 -0.41088164 0.082298993 0.3457325 -0.26106068 -0.16976286 -0.35099772 0.45581214 -0.4868289 -0.19061722 -0.59860913 -0.60974508 -0.62581399 -0.16629486 -0.38434424 -0.16629486 -0.38434424 -0.39004207 -0.43347674 0.0065419938 -0.30784289 -0.59103253 -0.67211097 9 "walking upstairs"
0.32483554 -0.015624325 -0.095575758 -0.27324885 -0.26644007 -0.088234888 0.82297831 0.088236456 -0.41751984 -0.9737178 -0.92575625 -0.94685358 -0.075904574 0.08808102 -0.27103919 -0.26071722 -0.549202 -0.63173581 0.2426034 0.032225826 -0.22785244 -0.25940555 -0.15726053 0.02318795 0.29936527 -0.11410265 0.12299143 -0.66974018 -0.60584179 -0.6221639 -0.15589711 -0.35120229 -0.15589711 -0.35120229 -0.38406337 -0.39574511 0.06691601 -0.39435188 -0.6040852 -0.68031682 9 "walking upstairs"
0.26179698 -0.012007123 -0.13451223 -0.3343028 -0.26773098 -0.14290139 0.82226141 0.080417117 -0.42007823 -0.97178791 -0.91638969 -0.91678301 0.082874239 -0.14598344 0.20453565 -0.33111061 -0.56694626 -0.65006228 0.30881038 -0.014688601 -0.10516731 -0.25178164 -0.18131423 0.072664282 -0.26814037 0.1596285 0.19479053 -0.66776382 -0.61990863 -0.60835474 -0.21765731 -0.35930775 -0.21765731 -0.35930775 -0.42156362 -0.47888971 0.095087598 -0.45092839 -0.60442937 -0.70661096 9 "walking upstairs"
0.23571343 -0.038080661 -0.094820179 -0.27993396 -0.41557651 -0.11816963 0.81995299 0.080124999 -0.42253006 -0.96193251 -0.93574661 -0.91311548 -0.1234073 -0.13355424 0.035127476 -0.28973595 -0.58171572 -0.62885495 0.11156971 -0.10379601 0.1088035 -0.18713801 -0.2313239 -0.2472138 -0.19974919 0.10729988 -0.13248255 -0.628584 -0.63633744 -0.63546637 -0.2061281 -0.32365342 -0.2061281 -0.32365342 -0.39611932 -0.44577667 -0.023444626 -0.40220194 -0.60694748 -0.72671453 9 "walking upstairs"
0.32206355 -0.04318304 -0.15758067 -0.21491984 -0.35966813 0.0025541034 0.82611257 0.074274648 -0.41384381 -0.9479142 -0.92010815 -0.90876496 0.28153571 0.15921666 -0.41360855 -0.23692383 -0.52821558 -0.54186954 0.16015326 -0.10647344 -0.09665549 -0.31542512 -0.21404779 -0.2405154 -0.36313358 0.19756538 -0.098941001 -0.63130556 -0.61997185 -0.62157576 -0.116203 -0.27553064 -0.116203 -0.27553064 -0.32116448 -0.41018896 -0.080175023 -0.41006144 -0.5934152 -0.71807459 9 "walking upstairs"
0.31997802 0.0020163742 -0.15990506 -0.23148825 -0.39887848 0.011269202 0.82897546 0.07482451 -0.42265041 -0.96523485 -0.9142923 -0.89264416 0.29623993 0.11524168 -0.078024545 -0.22038609 -0.60256436 -0.52743764 -0.25180948 -0.17343833 0.2985874 -0.29523021 -0.18012596 -0.24947884 -0.54032968 0.08381236 0.080529219 -0.63835572 -0.56028091 -0.59604396 -0.13452142 -0.27281304 -0.13452142 -0.27281304 -0.31130255 -0.43322842 -0.030028616 -0.46990135 -0.55057787 -0.67712725 9 "walking upstairs"
0.28114428 -0.012604801 -0.078612997 -0.27315111 -0.47141384 -0.069607698 0.82220415 0.091316829 -0.41996398 -0.97532916 -0.95141944 -0.87559439 -0.1934268 0.049322184 0.45890809 -0.26563567 -0.6664545 -0.62589189 -0.49865054 -0.16950588 0.45800654 -0.34702626 -0.19311847 -0.43048992 -0.0059845307 -0.01010488 -0.23422375 -0.6685284 -0.62182041 -0.65269687 -0.2092223 -0.27059491 -0.2092223 -0.27059491 -0.38472801 -0.4692087 -0.0039455746 -0.37498822 -0.62026164 -0.6922122 9 "walking upstairs"
0.42038362 -0.068855182 -0.060991981 0.20494819 -0.38269331 0.14966654 0.89701419 0.025032985 -0.20352581 -0.97422576 -0.87253471 -0.81540646 0.054520174 -0.05759355 -0.27921234 0.094227948 -0.39734373 -0.23795705 -0.49131179 -0.21278925 0.45062295 -0.54109172 -0.27792805 -0.27855715 -0.057271936 -0.097733738 -0.20778852 -0.5517371 -0.33699339 -0.33278505 0.10864346 0.37125291 0.10864346 0.37125291 -0.098684228 0.096642316 -0.11655691 -0.37658816 -0.4111488 -0.3366809 9 "walking upstairs"
0.38995098 -0.025774189 -0.14857607 0.22413883 -0.31191616 0.23034593 0.9061441 0.0018105925 -0.17636865 -0.94190014 -0.95490625 -0.9569557 -0.27158249 0.050980523 0.4447631 0.039648422 -0.4330793 -0.20870805 -0.54538778 -0.22025955 0.35021702 -0.55033541 -0.26011082 -0.24688888 -0.25241799 0.3701672 0.29863868 -0.53511632 -0.33599967 -0.31111557 0.14332365 0.40932917 0.14332365 0.40932917 -0.1644645 0.14888004 -0.097896087 -0.28935216 -0.41656655 -0.30827854 9 "walking upstairs"
0.16764246 -0.031919525 -0.10629065 0.10906446 -0.25311325 0.28910129 0.92085504 0.0061653892 -0.17974165 -0.96998568 -0.95453219 -0.95163922 0.063806612 -0.03441576 0.15253384 -0.03249234 -0.28872902 -0.14950512 -0.56623855 -0.074656076 0.30695881 -0.56479816 -0.33386688 -0.23954732 -0.02216995 0.1488777 0.014345903 -0.4812123 -0.45799288 -0.31520572 0.075215089 0.37373253 0.075215089 0.37373253 -0.18047071 0.19684648 -0.13204629 -0.27938109 -0.47250768 -0.40900474 9 "walking upstairs"
0.39251918 -0.019620115 -0.10355548 0.22847405 -0.27439039 0.26286618 0.92597849 0.0014060958 -0.18417074 -0.98466955 -0.93792882 -0.95916981 0.13294115 0.12450771 0.28934608 0.094010892 -0.23092242 -0.11167999 -0.059222291 -0.012954732 0.08650098 -0.37864372 -0.33068135 -0.21917103 0.063648647 -0.079765476 -0.10212723 -0.49686193 -0.44722855 -0.34145702 0.1548074 0.43061525 0.1548074 0.43061525 -0.057880315 0.23037032 -0.21962814 -0.33657004 -0.44565887 -0.46359241 9 "walking upstairs"
0.39960813 -0.0018109545 -0.18255358 0.24728701 -0.13070076 0.3751845 0.92638077 -0.0034301875 -0.17592746 -0.972954 -0.94007929 -0.92805669 -0.033373321 0.049402592 0.144041 0.15663141 -0.19446874 -0.11193651 -0.12976648 -0.070320971 0.21762562 -0.32320134 -0.16200294 -0.16535023 -0.003908698 0.033664427 -0.45338224 -0.43009219 -0.24402809 -0.28352268 0.23263162 0.43248387 0.23263162 0.43248387 0.0028963365 0.22921482 -0.1203198 -0.14823784 -0.35015805 -0.19684323 9 "walking upstairs"
0.10024099 -0.030561538 -0.063009844 0.26718063 -0.15713769 0.48970267 0.91086028 0.0019394378 -0.18763399 -0.92940624 -0.94490422 -0.86800062 0.16035011 0.087555989 -0.065570213 0.13486694 -0.1835267 -0.08269149 -0.024395624 -0.017184889 0.10520326 -0.24826253 -0.13498154 -0.17896967 0.12840322 -0.064796029 -0.018011233 -0.39765189 -0.21529856 -0.28452447 0.29036077 0.40978513 0.29036077 0.40978513 -0.0023542301 0.24175057 -0.071162555 -0.13739117 -0.31957936 -0.18163892 9 "walking upstairs"
0.29396836 -0.026153867 -0.022616178 0.39027882 -0.34021887 0.32125351 0.90528709 -0.0076826283 -0.19030876 -0.94807202 -0.94292468 -0.88311125 0.24655593 0.11360512 -0.23781374 0.12973891 -0.27128591 -0.12729705 0.43293675 -0.038204881 -0.21038392 -0.57292579 -0.28574253 -0.25258353 -0.11035334 -0.24636688 0.2414215 -0.55645852 -0.38780697 -0.31750804 0.33077988 0.3858544 0.33077988 0.3858544 -0.02070047 0.17455877 -0.13932566 -0.36837502 -0.38576646 -0.49400966 9 "walking upstairs"
0.29510434 0.0089573062 -0.017539904 -0.95643677 -0.75753894 -0.82753442 0.9554414 -0.20714443 0.0644233 -0.97016849 -0.94090353 -0.80036371 0.081674247 0.041960465 -0.040828431 -0.92284666 -0.82476412 -0.95084362 -0.039946473 -0.094059369 0.2263658 -0.71820524 -0.938729 -0.86710185 -0.20902339 -0.058708011 -0.12859271 -0.89039998 -0.96308128 -0.91755748 -0.85019767 -0.815045 -0.85019767 -0.815045 -0.91965976 -0.85153057 -0.79299955 -0.67897293 -0.94222508 -0.92474918 10 "walking upstairs"
0.27961678 -0.016550147 -0.12025482 -0.93663966 -0.73253574 -0.90457139 0.95919127 -0.1942603 0.094490495 -0.98347175 -0.97873118 -0.9494271 0.057028836 0.041680067 -0.00055062375 -0.87441049 -0.77552834 -0.93459325 -0.097292242 -0.12243708 0.16868643 -0.85973952 -0.92140146 -0.84949591 -0.091264016 -0.051597642 -0.10418979 -0.85631095 -0.9489166 -0.89862342 -0.88066617 -0.82807364 -0.88066617 -0.82807364 -0.86722423 -0.8286671 -0.84248725 -0.84418225 -0.91835274 -0.91237325 10 "walking upstairs"
0.27698005 -0.015782283 -0.13357434 -0.94789194 -0.80085635 -0.92628043 0.96142414 -0.19201832 0.091357359 -0.99690734 -0.99656069 -0.95397893 0.075507746 -0.027473745 -0.022555302 -0.89208685 -0.83590589 -0.95176233 -0.089010116 -0.11357428 0.12859352 -0.87712364 -0.92781853 -0.91113586 -0.1482722 -0.035064446 -0.021400549 -0.87639849 -0.95688618 -0.92831391 -0.9065183 -0.87305894 -0.9065183 -0.87305894 -0.89850046 -0.86479324 -0.86890164 -0.87632772 -0.93320999 -0.92596374 10 "walking upstairs"
0.28025154 -0.029437138 -0.13104553 -0.97705654 -0.9115598 -0.96344506 0.96200039 -0.19523951 0.080388756 -0.99615715 -0.98213377 -0.96414314 0.086231082 -0.024283407 -0.0061738658 -0.95094066 -0.91481356 -0.97708135 -0.058329689 -0.10686299 0.11712343 -0.92953763 -0.96011453 -0.95382709 -0.094910328 -0.033521504 -0.029633863 -0.93993366 -0.97640147 -0.96024798 -0.95159358 -0.95066196 -0.95159358 -0.95066196 -0.95298962 -0.93413395 -0.92907457 -0.92555552 -0.9693535 -0.95706333 10 "walking upstairs"
0.27716063 -0.020861762 -0.11582579 -0.9866391 -0.91715812 -0.96936058 0.96235042 -0.20286631 0.071067731 -0.99843685 -0.97135466 -0.96407646 0.070154244 0.049797066 0.019636978 -0.97090187 -0.93313167 -0.98384374 -0.023018476 -0.067995304 0.077660806 -0.93177717 -0.97660983 -0.96382139 -0.08197976 -0.050098311 -0.056258184 -0.93664165 -0.98543281 -0.9724788 -0.96359754 -0.95894129 -0.96359754 -0.95894129 -0.96521312 -0.95918383 -0.94723359 -0.93082838 -0.97176951 -0.96338312 10 "walking upstairs"
0.27753135 -0.0052639224 -0.087587111 -0.9893459 -0.93404687 -0.97619633 0.9621052 -0.20503682 0.068749146 -0.99936678 -0.98074063 -0.97608677 0.076976711 0.017251515 0.011145474 -0.98049241 -0.94349636 -0.98270678 -0.018588003 -0.058663826 0.061991211 -0.93458681 -0.97895051 -0.97142201 -0.10667062 -0.042847298 -0.053147808 -0.93957033 -0.98710272 -0.97566875 -0.96688145 -0.95884185 -0.96688145 -0.95884185 -0.97080677 -0.96915147 -0.95316958 -0.92346578 -0.97461675 -0.96409039 10 "walking upstairs"
0.27839931 -0.0093517988 -0.096919423 -0.99333396 -0.96113456 -0.96746611 0.96213128 -0.19847357 0.076124328 -0.99962609 -0.97648332 -0.96267095 0.079888349 -0.0095894729 -0.0076533155 -0.98724282 -0.96994399 -0.98363948 -0.03063123 -0.068424752 0.07262841 -0.96583493 -0.98898008 -0.98324481 -0.12791424 -0.033498381 -0.050794548 -0.97878639 -0.99497413 -0.98666617 -0.97858566 -0.96864605 -0.97858566 -0.96864605 -0.98077328 -0.98578972 -0.97733133 -0.95859656 -0.99102115 -0.98652825 10 "walking upstairs"
0.28001981 -0.014473408 -0.11091276 -0.99367781 -0.97255366 -0.9877492 0.9622909 -0.19377784 0.080401404 -0.99858823 -0.99348719 -0.993111 0.076296541 0.00088196393 -0.0043774865 -0.98852728 -0.97879998 -0.98979345 -0.023679078 -0.079223527 0.089730799 -0.95436198 -0.98769022 -0.97549366 -0.1150073 -0.040750339 -0.047939257 -0.97753393 -0.99518863 -0.98631736 -0.98816109 -0.98948587 -0.98816109 -0.98948587 -0.98630714 -0.99192679 -0.97011127 -0.94511365 -0.99079215 -0.98588014 10 "walking upstairs"
0.27667475 -0.019377865 -0.11108833 -0.99246447 -0.962896 -0.98337947 0.96304205 -0.19314798 0.079546987 -0.99762044 -0.99668941 -0.99691777 0.079134869 0.005069878 -0.017908689 -0.98563308 -0.97444078 -0.99023039 -0.025698824 -0.079328634 0.0979232 -0.93985646 -0.98621742 -0.97381793 -0.10905417 -0.039551195 -0.043164441 -0.97277328 -0.99383147 -0.98359978 -0.98347276 -0.98574942 -0.98347276 -0.98574942 -0.98416866 -0.98929773 -0.95586585 -0.94042087 -0.98703572 -0.98554163 10 "walking upstairs"
0.27398109 -0.028811062 -0.11362807 -0.99482008 -0.9692716 -0.98329711 0.96278743 -0.19594633 0.077612579 -0.9960933 -0.98401648 -0.98741853 0.078338333 0.018562638 -0.0049223767 -0.98851053 -0.97476911 -0.98935753 -0.035081294 -0.074304818 0.094569807 -0.95812363 -0.99180618 -0.98283245 -0.07993545 -0.039572255 -0.056964978 -0.97976391 -0.99443869 -0.99035331 -0.98150432 -0.98354917 -0.98150432 -0.98354917 -0.98544126 -0.98863488 -0.9721128 -0.95274377 -0.99037308 -0.99012628 10 "walking upstairs"
0.27573119 -0.026493692 -0.11020384 -0.98855854 -0.96822217 -0.98559055 0.96162145 -0.20241315 0.075852082 -0.99727772 -0.97681807 -0.99482426 0.074149778 0.0094544595 0.011827061 -0.97421492 -0.96795248 -0.99031648 -0.022202128 -0.079797461 0.08965953 -0.9690496 -0.99159596 -0.98360283 -0.095069341 -0.038645596 -0.070840779 -0.97352693 -0.99422579 -0.9865615 -0.98319319 -0.9786279 -0.98319319 -0.9786279 -0.9813551 -0.97192762 -0.97960234 -0.96323318 -0.98843028 -0.9853654 10 "walking upstairs"
0.27561892 -0.017469228 -0.11103147 -0.98935638 -0.97367888 -0.9873769 0.96099154 -0.20760184 0.07527107 -0.99854788 -0.99079379 -0.99339689 0.074967573 0.028877275 0.0020085239 -0.97478832 -0.97091549 -0.98934356 -0.026577677 -0.07351889 0.076446985 -0.97049461 -0.99170632 -0.98575777 -0.10474175 -0.040430306 -0.058250586 -0.97435431 -0.99447276 -0.98608159 -0.98916223 -0.98140974 -0.98916223 -0.98140974 -0.98212196 -0.97288984 -0.98079899 -0.96582013 -0.98849694 -0.98614358 10 "walking upstairs"
0.25444826 -0.036921783 -0.1659129 -0.8731548 -0.89539581 -0.87236858 0.96166948 -0.20508443 -0.024641549 -0.99500189 -0.95398211 -0.87226974 0.31421466 -0.059664382 -0.031311688 -0.85667905 -0.87362949 -0.94107264 -0.026711417 0.020373198 -0.036305712 -0.89017487 -0.9233178 -0.87301449 -0.024764926 0.023629983 -0.1065101 -0.93110548 -0.94151916 -0.91476536 -0.90682008 -0.76325699 -0.90682008 -0.76325699 -0.93095696 -0.79423097 -0.87914919 -0.84339387 -0.95137363 -0.91326241 10 "walking upstairs"
